max,min,mean,sd,rms,skewness,kurtosis,crest,form,spec_centroid,spec_spread,spec_entropy,peak_freq,peak_mag,band0_energy,band1_energy,band2_energy,band3_energy,band4_energy,band5_energy,band6_energy,band7_energy,BPFO_amp,BPFO_share,BPFI_amp,BPFI_share,BSF_amp,BSF_share,fault
0.35986153846153845,-0.4188996923076923,0.017840384314903847,0.12274637977630123,0.12400643647166194,-0.11865927064787014,-0.03933027163758984,2.9019585490933313,1.2544577101642849,2773.9240475159563,1010.898896701249,3.819670425760824,2906.25,32.77027232065216,0.552833524147795,0.4417993421611831,0.005149809243828892,9.157982511229404e-05,5.25063888097941e-05,2.140536621332555e-05,4.895012611112021e-05,2.8827076542492182e-06,60.390325777343435,0.13490036122591534,52.179067274717546,0.1165579905917901,55.966957574958315,0.12501940826439234,Ball_007_1
0.46771569230769233,-0.3611132307692308,0.0222548203125,0.132487931797065,0.13431216725523584,0.174824994227455,-0.07869882829876973,3.4823032184335445,1.2462191675716365,2638.895320339603,1042.4731377950664,4.0312166100186015,3328.125,32.2390019347975,0.616423690171947,0.3785504851251373,0.004860490293541283,6.339387244455748e-05,4.88988479270534e-05,1.8756895120661727e-05,3.17746669627532e-05,2.5101058945467813e-06,53.03180638408355,0.10943289265814636,50.08223917954938,0.10334636283217662,51.3895274163773,0.10604399549922044,Ball_007_1
0.4685501538461538,-0.43809230769230767,0.020470282752403847,0.14965049549726137,0.1510078411464704,0.040369309239232425,-0.27139999356745514,3.1028200276810955,1.2513731354080027,2713.220012431011,929.0179400530786,3.802284721076118,2695.3125,37.63763868880879,0.5659109780011757,0.4300225101375254,0.003938357741724774,5.320485416776952e-05,2.556089631067577e-05,2.0128767001861856e-05,2.7961698026328506e-05,1.2976531761701667e-06,67.18277700831499,0.13055104881678606,60.58268858788266,0.11772561194232757,60.38787993728158,0.11734705549100068,Ball_007_1
0.584748923076923,-0.5430258461538462,0.020959734374999997,0.15706744534949252,0.15842173735378592,-0.02328340681194486,0.13775590456817088,3.691090205449946,1.2581573157940389,2714.0823447415405,805.117312404038,3.5764597543865855,2835.9375,54.85314493017215,0.7828148609569965,0.2139126287982257,0.0031469925241098848,4.48167282783342e-05,3.25071097914149e-05,1.7808732707230812e-05,2.8505698467328533e-05,1.879442639657886e-06,71.31622245917853,0.14842092726981682,48.197076001172626,0.1003061360391392,59.968432106369015,0.12480428706440581,Ball_007_1
0.44685415384615385,-0.5789076923076923,0.02216732001201923,0.1381888472085823,0.1399222043626435,-0.08159250359909474,0.4061017836152998,3.193590008688108,1.2756003866464045,2784.0243544705563,943.2850677330862,3.8195357954122153,3398.4375,39.42983141334593,0.547700209425491,0.4481993812905696,0.003938829952831876,6.494053557826888e-05,5.3432512851440615e-05,1.7358438966147383e-05,2.4448837829266333e-05,1.3989828395132331e-06,57.279682062064396,0.10979569994992816,67.59566758929772,0.1295697421732884,47.94938848730884,0.09191106657035379,Ball_007_1
0.4372578461538461,-0.4443507692307692,0.021119251802884615,0.13876342399386293,0.14032786123646057,-0.13142401670325374,-0.16578832571913615,3.1159731381998426,1.2433406045216675,2716.4820535576728,985.25557976986,3.9663071131564602,2976.5625,29.93826300717298,0.56059713530626,0.4350210548182379,0.004258861682885893,4.8543240416301246e-05,3.296309734860706e-05,1.6295364108730236e-05,2.3247840792969315e-05,1.89864522403028e-06,61.91425768027794,0.12140415144480814,51.22129280941851,0.1004369239399656,61.91425768027794,0.12140415144480814,Ball_007_1
0.4535298461538461,-0.4912892307692307,0.02146395612980769,0.13846144287237755,0.14008180273080223,-0.11425781938243303,0.311343748229441,3.237607150340596,1.2744646598458664,2870.6554138679467,835.0261759797165,3.701325388216846,3304.6875,47.757469316951315,0.4446108072534922,0.5521520788438649,0.0031397122647013544,4.2161048881024565e-05,2.1359029707333534e-05,1.2748213869166523e-05,2.02767586872822e-05,8.565465641744305e-07,76.53477526616308,0.12011488537706624,60.48455500506937,0.09492541614254597,83.41698693923264,0.13091593709998064,Ball_007_1
0.4395526153846154,-0.4522781538461538,0.020860214242788458,0.15012006735320402,0.1515261668400221,-0.02197032536399307,-0.26963017314331017,2.9008363674155704,1.2355724504317633,2782.4034544699407,810.6249537060622,3.68019781473839,2835.9375,51.459036896012655,0.6698874106386304,0.327033159194004,0.002935669586742576,7.57196106757517e-05,3.4954669776035114e-05,1.3153941407484198e-05,1.8902986532205326e-05,1.0293716903937679e-06,76.50321922364293,0.14589668185952948,61.423236793989844,0.11713816135133033,61.423236793989844,0.11713816135133033,Ball_007_1
0.4923323076923077,-0.3721698461538462,0.020243943209134613,0.14536101024287415,0.1467287403304172,0.07422463208108818,-0.41929574868227526,3.355391088232808,1.2344252498308443,2742.867302661543,847.0896305347774,3.7723750279236397,3046.875,43.1810131859989,0.6158992604164486,0.3809442848528665,0.00302115027591853,5.609883719579815e-05,4.0232532509835615e-05,1.639581158064083e-05,2.0396535057463382e-05,2.1805783261278184e-06,48.636253401497214,0.1043288119327073,50.933073198850806,0.10925568158081314,49.62651611470112,0.10645300788005882,Ball_007_1
0.371544,-0.49087200000000003,0.01810451502403846,0.13639286331374303,0.13755618170280848,-0.1363359748701884,-0.09504695475067448,2.701034554759048,1.2365295682697879,2700.0323427793523,915.7322566987424,3.8937929827220863,3046.875,39.33271104266846,0.5922561845199339,0.40356086577604894,0.004045092986576641,6.311102552154828e-05,3.0472530158719635e-05,1.6580049271221144e-05,2.6308623044542454e-05,1.3844379380079492e-06,78.42405792077889,0.16352786376356326,61.65475996661246,0.12856094743758525,75.80779461359191,0.15807249762962178,Ball_007_1
